project,run_id,run_name,state,metric,row_count,first_step,last_step,first_logical_step,last_logical_step
grpo-off-policy-sweep,p3o7ghc2,grpo_ep2_bs64,finished,train/clip_fraction,400,0,403,1,400
grpo-off-policy-sweep,p3o7ghc2,grpo_ep2_bs64,finished,train/entropy,400,0,403,1,400
grpo-off-policy-sweep,p3o7ghc2,grpo_ep2_bs64,finished,train/format_reward,400,0,403,1,400
grpo-off-policy-sweep,p3o7ghc2,grpo_ep2_bs64,finished,train/gradient_norm,400,0,403,1,400
grpo-off-policy-sweep,p3o7ghc2,grpo_ep2_bs64,finished,train/loss,400,0,403,1,400
grpo-off-policy-sweep,p3o7ghc2,grpo_ep2_bs64,finished,train/total_reward,400,0,403,1,400
grpo-off-policy-sweep,p3o7ghc2,grpo_ep2_bs64,finished,train_step,400,0,403,1,400
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,eval/answer_reward,5,40,204,1,5
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,eval/format_reward,5,40,204,1,5
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,eval/response_length,5,40,204,1,5
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,eval/total_reward,5,40,204,1,5
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,eval_step,5,40,204,1,5
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,train/answer_reward,200,0,203,1,200
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,train/clip_fraction,200,0,203,1,200
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,train/entropy,200,0,203,1,200
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,train/format_reward,200,0,203,1,200
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,train/gradient_norm,200,0,203,1,200
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,train/loss,200,0,203,1,200
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,train/total_reward,200,0,203,1,200
grpo-off-policy-sweep,ens5k83f,grpo_ep2_bs128,finished,train_step,200,0,203,1,200
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,eval/answer_reward,5,20,104,1,5
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,eval/format_reward,5,20,104,1,5
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,eval/response_length,5,20,104,1,5
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,eval/total_reward,5,20,104,1,5
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,eval_step,5,20,104,1,5
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,train/answer_reward,100,0,103,1,100
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,train/clip_fraction,100,0,103,1,100
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,train/entropy,100,0,103,1,100
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,train/format_reward,100,0,103,1,100
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,train/gradient_norm,100,0,103,1,100
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,train/loss,100,0,103,1,100
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,train/total_reward,100,0,103,1,100
grpo-off-policy-sweep,0r4dpvuo,grpo_ep2_bs256,finished,train_step,100,0,103,1,100
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,eval/answer_reward,5,160,804,1,5
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,eval/format_reward,5,160,804,1,5
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,eval/response_length,5,160,804,1,5
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,eval/total_reward,5,160,804,1,5
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,eval_step,5,160,804,1,5
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,train/answer_reward,800,0,803,1,800
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,train/clip_fraction,800,0,803,1,800
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,train/entropy,800,0,803,1,800
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,train/format_reward,800,0,803,1,800
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,train/gradient_norm,800,0,803,1,800
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,train/loss,800,0,803,1,800
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,train/total_reward,800,0,803,1,800
grpo-off-policy-sweep,d009tt61,grpo_ep2_bs32,finished,train_step,800,0,803,1,800
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,eval/answer_reward,5,10,54,1,5
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,eval/format_reward,5,10,54,1,5
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,eval/response_length,5,10,54,1,5
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,eval/total_reward,5,10,54,1,5
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,eval_step,5,10,54,1,5
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,train/answer_reward,50,0,53,1,50
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,train/clip_fraction,50,0,53,1,50
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,train/entropy,50,0,53,1,50
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,train/format_reward,50,0,53,1,50
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,train/gradient_norm,50,0,53,1,50
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,train/loss,50,0,53,1,50
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,train/total_reward,50,0,53,1,50
grpo-off-policy-sweep,0ub623wi,grpo_ep2_bs512,finished,train_step,50,0,53,1,50
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,eval/answer_reward,5,320,1604,1,5
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,eval/format_reward,5,320,1604,1,5
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,eval/response_length,5,320,1604,1,5
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,eval/total_reward,5,320,1604,1,5
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,eval_step,5,320,1604,1,5
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,train/answer_reward,1600,0,1603,1,1600
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,train/clip_fraction,1600,0,1603,1,1600
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,train/entropy,1600,0,1603,1,1600
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,train/format_reward,1600,0,1603,1,1600
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,train/gradient_norm,1600,0,1603,1,1600
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,train/loss,1600,0,1603,1,1600
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,train/total_reward,1600,0,1603,1,1600
grpo-off-policy-sweep,x3l91jz3,grpo_ep4_bs32,finished,train_step,1600,0,1603,1,1600
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,eval/answer_reward,5,160,804,1,5
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,eval/format_reward,5,160,804,1,5
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,eval/response_length,5,160,804,1,5
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,eval/total_reward,5,160,804,1,5
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,eval_step,5,160,804,1,5
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,train/answer_reward,800,0,803,1,800
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,train/clip_fraction,800,0,803,1,800
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,train/entropy,800,0,803,1,800
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,train/format_reward,800,0,803,1,800
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,train/gradient_norm,800,0,803,1,800
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,train/loss,800,0,803,1,800
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,train/total_reward,800,0,803,1,800
grpo-off-policy-sweep,r0k4swfr,grpo_ep4_bs64,finished,train_step,800,0,803,1,800
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,eval/answer_reward,5,80,404,1,5
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,eval/format_reward,5,80,404,1,5
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,eval/response_length,5,80,404,1,5
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,eval/total_reward,5,80,404,1,5
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,eval_step,5,80,404,1,5
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,train/answer_reward,400,0,403,1,400
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,train/clip_fraction,400,0,403,1,400
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,train/entropy,400,0,403,1,400
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,train/format_reward,400,0,403,1,400
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,train/gradient_norm,400,0,403,1,400
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,train/loss,400,0,403,1,400
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,train/total_reward,400,0,403,1,400
grpo-off-policy-sweep,vbsacusy,grpo_ep4_bs128,finished,train_step,400,0,403,1,400
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,eval/answer_reward,5,40,204,1,5
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,eval/format_reward,5,40,204,1,5
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,eval/response_length,5,40,204,1,5
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,eval/total_reward,5,40,204,1,5
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,eval_step,5,40,204,1,5
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,train/answer_reward,200,0,203,1,200
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,train/clip_fraction,200,0,203,1,200
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,train/entropy,200,0,203,1,200
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,train/format_reward,200,0,203,1,200
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,train/gradient_norm,200,0,203,1,200
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,train/loss,200,0,203,1,200
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,train/total_reward,200,0,203,1,200
grpo-off-policy-sweep,j9frkcon,grpo_ep4_bs256,finished,train_step,200,0,203,1,200
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,eval/answer_reward,5,20,104,1,5
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,eval/format_reward,5,20,104,1,5
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,eval/response_length,5,20,104,1,5
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,eval/total_reward,5,20,104,1,5
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,eval_step,5,20,104,1,5
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,train/answer_reward,100,0,103,1,100
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,train/clip_fraction,100,0,103,1,100
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,train/entropy,100,0,103,1,100
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,train/format_reward,100,0,103,1,100
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,train/gradient_norm,100,0,103,1,100
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,train/loss,100,0,103,1,100
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,train/total_reward,100,0,103,1,100
grpo-off-policy-sweep,55ui37pa,grpo_ep4_bs512,finished,train_step,100,0,103,1,100
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,eval/answer_reward,5,480,2404,1,5
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,eval/format_reward,5,480,2404,1,5
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,eval/response_length,5,480,2404,1,5
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,eval/total_reward,5,480,2404,1,5
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,eval_step,5,480,2404,1,5
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,train/answer_reward,2400,0,2403,1,2400
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,train/clip_fraction,2400,0,2403,1,2400
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,train/entropy,2400,0,2403,1,2400
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,train/format_reward,2400,0,2403,1,2400
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,train/gradient_norm,2400,0,2403,1,2400
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,train/loss,2400,0,2403,1,2400
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,train/total_reward,2400,0,2403,1,2400
grpo-off-policy-sweep,bsmsuzyq,grpo_ep6_bs32,finished,train_step,2400,0,2403,1,2400
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,eval/answer_reward,4,240,963,1,4
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,eval/format_reward,4,240,963,1,4
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,eval/response_length,4,240,963,1,4
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,eval/total_reward,4,240,963,1,4
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,eval_step,4,240,963,1,4
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,train/answer_reward,1005,0,1008,1,1005
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,train/clip_fraction,1005,0,1008,1,1005
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,train/entropy,1005,0,1008,1,1005
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,train/format_reward,1005,0,1008,1,1005
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,train/gradient_norm,1005,0,1008,1,1005
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,train/loss,1005,0,1008,1,1005
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,train/total_reward,1005,0,1008,1,1005
grpo-off-policy-sweep,0tphuooo,grpo_ep6_bs64,crashed,train_step,1005,0,1008,1,1005
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,eval/answer_reward,20,10,219,1,20
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,eval/format_reward,20,10,219,1,20
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,eval/response_length,20,10,219,1,20
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,eval/total_reward,20,10,219,1,20
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,eval_step,20,10,219,1,20
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,train/answer_reward,200,0,218,1,200
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,train/entropy,200,0,218,1,200
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,train/format_reward,200,0,218,1,200
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,train/gradient_norm,200,0,218,1,200
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,train/loss,200,0,218,1,200
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,train/total_reward,200,0,218,1,200
grpo-prompt-ablation,auiix20i,grpo_r1-zero,finished,train_step,200,0,218,1,200
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,eval/answer_reward,20,10,219,1,20
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,eval/format_reward,20,10,219,1,20
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,eval/response_length,20,10,219,1,20
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,eval/total_reward,20,10,219,1,20
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,eval_step,20,10,219,1,20
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,train/answer_reward,200,0,218,1,200
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,train/entropy,200,0,218,1,200
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,train/format_reward,200,0,218,1,200
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,train/gradient_norm,200,0,218,1,200
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,train/loss,200,0,218,1,200
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,train/total_reward,200,0,218,1,200
grpo-prompt-ablation,gu7kix6p,grpo_question-only,finished,train_step,200,0,218,1,200
